"facetCredentialCode",facetCredentialName,chosenTaxonomyCode,chosenTaxonomyDescription,providerCount
OTRL,Occupational Therapist Registered Licensed,207R00000X,INTERNAL MEDICINE PHYSICIAN,1
OTRL,Occupational Therapist Registered Licensed,2081P0010X,PEDIATRIC REHABILITATION MEDICINE PHYSICIAN,1
OTRL,Occupational Therapist Registered Licensed,2084N0402X,NEUROLOGY WITH SPECIAL QUALIFICATIONS IN CHILD NEUROLOGY PHYSICIAN,1
PC,Pharmacist Clinician,204E00000X,ORAL & MAXILLOFACIAL SURGERY (D.M.D.),1
PC,Pharmacist Clinician,207R00000X,INTERNAL MEDICINE PHYSICIAN,1
PC,Pharmacist Clinician,207W00000X,OPHTHALMOLOGY PHYSICIAN,1
PC,Pharmacist Clinician,2080P0006X,DEVELOPMENTAL - BEHAVIORAL PEDIATRICS PHYSICIAN,1
PC,Pharmacist Clinician,2080P0202X,PEDIATRIC CARDIOLOGY PHYSICIAN,1
PC,Pharmacist Clinician,2080P0204X,PEDIATRIC EMERGENCY MEDICINE (PEDIATRICS) PHYSICIAN,1
PC,Pharmacist Clinician,2080P0206X,PEDIATRIC GASTROENTEROLOGY PHYSICIAN,1
PC,Pharmacist Clinician,2084P0800X,PSYCHIATRY PHYSICIAN,1
PHD,Doctor of Philosophy,204D00000X,NEUROMUSCULOSKELETAL MEDICINE & OMM PHYSICIAN,1
PHD,Doctor of Philosophy,207LA0401X,ADDICTION MEDICINE (ANESTHESIOLOGY) PHYSICIAN,1
PHD,Doctor of Philosophy,207N00000X,DERMATOLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,207PE0004X,EMERGENCY MEDICAL SERVICES (EMERGENCY MEDICINE) PHYSICIAN,1
PHD,Doctor of Philosophy,207PT0002X,MEDICAL TOXICOLOGY (EMERGENCY MEDICINE) PHYSICIAN,1
PHD,Doctor of Philosophy,207QA0505X,ADULT MEDICINE PHYSICIAN,1
PHD,Doctor of Philosophy,207QB0002X,OBESITY MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
PHD,Doctor of Philosophy,207RH0002X,HOSPICE AND PALLIATIVE MEDICINE (INTERNAL MEDICINE) PHYSICIAN,1
PHD,Doctor of Philosophy,207RH0003X,HEMATOLOGY & ONCOLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,207RN0300X,NEPHROLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,207RX0202X,MEDICAL ONCOLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,207VE0102X,REPRODUCTIVE ENDOCRINOLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,207W00000X,OPHTHALMOLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,207YX0905X,OTOLARYNGOLOGY/FACIAL PLASTIC SURGERY PHYSICIAN,1
PHD,Doctor of Philosophy,207ZH0000X,HEMATOLOGY (PATHOLOGY) PHYSICIAN,1
PHD,Doctor of Philosophy,207ZP0213X,PEDIATRIC PATHOLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,2080A0000X,PEDIATRIC ADOLESCENT MEDICINE PHYSICIAN,1
PHD,Doctor of Philosophy,2080C0008X,CHILD ABUSE PEDIATRICS PHYSICIAN,1
PHD,Doctor of Philosophy,2080N0001X,NEONATAL-PERINATAL MEDICINE PHYSICIAN,1
PHD,Doctor of Philosophy,2080P0201X,PEDIATRIC ALLERGY/IMMUNOLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,2080P0205X,PEDIATRIC ENDOCRINOLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,2080P0207X,PEDIATRIC HEMATOLOGY & ONCOLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,2080P0210X,PEDIATRIC NEPHROLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,2080P0214X,PEDIATRIC PULMONOLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,2081N0008X,NEUROMUSCULAR MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
PHD,Doctor of Philosophy,2081P0010X,PEDIATRIC REHABILITATION MEDICINE PHYSICIAN,1
PHD,Doctor of Philosophy,208200000X,PLASTIC SURGERY PHYSICIAN,1
PHD,Doctor of Philosophy,2083P0011X,UNDERSEA AND HYPERBARIC MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
PHD,Doctor of Philosophy,2083P0500X,PREVENTIVE MEDICINE/OCCUPATIONAL ENVIRONMENTAL MEDICINE PHYSICIAN,1
PHD,Doctor of Philosophy,2083T0002X,MEDICAL TOXICOLOGY (PREVENTIVE MEDICINE) PHYSICIAN,1
PHD,Doctor of Philosophy,2084P0015X,PSYCHOSOMATIC MEDICINE PHYSICIAN,1
PHD,Doctor of Philosophy,2084S0010X,SPORTS MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
PHD,Doctor of Philosophy,2085N0700X,NEURORADIOLOGY PHYSICIAN,1
PHD,Doctor of Philosophy,2086S0129X,VASCULAR SURGERY PHYSICIAN,1
PHD,Doctor of Philosophy,208C00000X,COLON & RECTAL SURGERY PHYSICIAN,1
PHD,Doctor of Philosophy,208M00000X,HOSPITALIST PHYSICIAN,1
PHD,Doctor of Philosophy,208U00000X,CLINICAL PHARMACOLOGY PHYSICIAN,1
PMHS,Pediatric Primary Care Mental Health Specialist,208000000X,PEDIATRICS PHYSICIAN,1
PMHS,Pediatric Primary Care Mental Health Specialist,2080P0008X,PEDIATRIC NEURODEVELOPMENTAL DISABILITIES PHYSICIAN,1
PPS,Peer Support Specialist,2084P0800X,PSYCHIATRY PHYSICIAN,1
PSS,Peer Support Specialist,207PE0004X,EMERGENCY MEDICAL SERVICES (EMERGENCY MEDICINE) PHYSICIAN,1
PT,Physical Therapist,202D00000X,INTEGRATIVE MEDICINE PHYSICIAN,1
PT,Physical Therapist,204R00000X,ELECTRODIAGNOSTIC MEDICINE PHYSICIAN,1
PT,Physical Therapist,207ND0900X,DERMATOPATHOLOGY PHYSICIAN,1
PT,Physical Therapist,207PE0004X,EMERGENCY MEDICAL SERVICES (EMERGENCY MEDICINE) PHYSICIAN,1
PT,Physical Therapist,207PS0010X,SPORTS MEDICINE (EMERGENCY MEDICINE) PHYSICIAN,1
PT,Physical Therapist,207QG0300X,GERIATRIC MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
PT,Physical Therapist,207RC0000X,CARDIOVASCULAR DISEASE PHYSICIAN,1
PT,Physical Therapist,207RH0000X,HEMATOLOGY (INTERNAL MEDICINE) PHYSICIAN,1
PT,Physical Therapist,207RS0010X,SPORTS MEDICINE (INTERNAL MEDICINE) PHYSICIAN,1
PT,Physical Therapist,207RX0202X,MEDICAL ONCOLOGY PHYSICIAN,1
PT,Physical Therapist,207T00000X,NEUROLOGICAL SURGERY PHYSICIAN,1
PT,Physical Therapist,207W00000X,OPHTHALMOLOGY PHYSICIAN,1
PT,Physical Therapist,207XS0106X,ORTHOPAEDIC HAND SURGERY PHYSICIAN,1
PT,Physical Therapist,207XX0005X,SPORTS MEDICINE (ORTHOPAEDIC SURGERY) PHYSICIAN,1
PT,Physical Therapist,207ZP0102X,ANATOMIC PATHOLOGY & CLINICAL PATHOLOGY PHYSICIAN,1
PT,Physical Therapist,2084S0012X,SLEEP MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
PT,Physical Therapist,2085N0904X,NUCLEAR RADIOLOGY PHYSICIAN,1
PT,Physical Therapist,208800000X,UROLOGY PHYSICIAN,1
PT,Physical Therapist,208VP0000X,PAIN MEDICINE PHYSICIAN,1
PTA,Physical Therapist Assistant,202C00000X,INDEPENDENT MEDICAL EXAMINER PHYSICIAN,1
PTA,Physical Therapist Assistant,207PS0010X,SPORTS MEDICINE (EMERGENCY MEDICINE) PHYSICIAN,1
PTA,Physical Therapist Assistant,207X00000X,ORTHOPAEDIC SURGERY PHYSICIAN,1
PTA,Physical Therapist Assistant,208000000X,PEDIATRICS PHYSICIAN,1
PTA,Physical Therapist Assistant,2081P0004X,SPINAL CORD INJURY MEDICINE PHYSICIAN,1
PTA,Physical Therapist Assistant,2083A0100X,AEROSPACE MEDICINE PHYSICIAN,1
PTA,Physical Therapist Assistant,2084A2900X,NEUROCRITICAL CARE PHYSICIAN,1
PTA,Physical Therapist Assistant,2086S0102X,SURGICAL CRITICAL CARE PHYSICIAN,1
PharmD,Doctor of Pharmacy,204C00000X,SPORTS MEDICINE (NEUROMUSCULOSKELETAL MEDICINE) PHYSICIAN,1
PharmD,Doctor of Pharmacy,207L00000X,ANESTHESIOLOGY PHYSICIAN,1
PharmD,Doctor of Pharmacy,207N00000X,DERMATOLOGY PHYSICIAN,1
PharmD,Doctor of Pharmacy,207PT0002X,MEDICAL TOXICOLOGY (EMERGENCY MEDICINE) PHYSICIAN,1
PharmD,Doctor of Pharmacy,207RA0001X,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY PHYSICIAN,1
PharmD,Doctor of Pharmacy,207RA0201X,ALLERGY & IMMUNOLOGY (INTERNAL MEDICINE) PHYSICIAN,1
PharmD,Doctor of Pharmacy,207RH0003X,HEMATOLOGY & ONCOLOGY PHYSICIAN,1
PharmD,Doctor of Pharmacy,207RI0008X,HEPATOLOGY PHYSICIAN,1
PharmD,Doctor of Pharmacy,2080P0207X,PEDIATRIC HEMATOLOGY & ONCOLOGY PHYSICIAN,1
PharmD,Doctor of Pharmacy,208100000X,PHYSICAL MEDICINE & REHABILITATION PHYSICIAN,1
PharmD,Doctor of Pharmacy,2081N0008X,NEUROMUSCULAR MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
PharmD,Doctor of Pharmacy,2081P2900X,PAIN MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
PharmD,Doctor of Pharmacy,2081S0010X,SPORTS MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
PharmD,Doctor of Pharmacy,2084B0040X,BEHAVIORAL NEUROLOGY & NEUROPSYCHIATRY PHYSICIAN,1
PharmD,Doctor of Pharmacy,2084N0400X,NEUROLOGY PHYSICIAN,1
PharmD,Doctor of Pharmacy,2085R0001X,RADIATION ONCOLOGY PHYSICIAN,1
PharmD,Doctor of Pharmacy,208600000X,SURGERY PHYSICIAN,1
PharmD,Doctor of Pharmacy,208M00000X,HOSPITALIST PHYSICIAN,1
PharmD,Doctor of Pharmacy,208VP0000X,PAIN MEDICINE PHYSICIAN,1
PharmD,Doctor of Pharmacy,209800000X,LEGAL MEDICINE (M.D./D.O.) PHYSICIAN,1
PsyD,Doctor of Psychology,207L00000X,ANESTHESIOLOGY PHYSICIAN,1
PsyD,Doctor of Psychology,207QS0010X,SPORTS MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
PsyD,Doctor of Psychology,207RA0401X,ADDICTION MEDICINE (INTERNAL MEDICINE) PHYSICIAN,1
PsyD,Doctor of Psychology,207RG0100X,GASTROENTEROLOGY PHYSICIAN,1
PsyD,Doctor of Psychology,207RI0200X,INFECTIOUS DISEASE PHYSICIAN,1
PsyD,Doctor of Psychology,207VE0102X,REPRODUCTIVE ENDOCRINOLOGY PHYSICIAN,1
PsyD,Doctor of Psychology,2080P0207X,PEDIATRIC HEMATOLOGY & ONCOLOGY PHYSICIAN,1
PsyD,Doctor of Psychology,2081P0010X,PEDIATRIC REHABILITATION MEDICINE PHYSICIAN,1
PsyD,Doctor of Psychology,2083B0002X,OBESITY MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
PsyD,Doctor of Psychology,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
PsyD,Doctor of Psychology,2084A0401X,ADDICTION MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
PsyD,Doctor of Psychology,2084N0402X,NEUROLOGY WITH SPECIAL QUALIFICATIONS IN CHILD NEUROLOGY PHYSICIAN,1
PsyD,Doctor of Psychology,2084P0015X,PSYCHOSOMATIC MEDICINE PHYSICIAN,1
PsyD,Doctor of Psychology,2084P0802X,ADDICTION PSYCHIATRY PHYSICIAN,1
PsyD,Doctor of Psychology,2084P0805X,GERIATRIC PSYCHIATRY PHYSICIAN,1
PsyD,Doctor of Psychology,208600000X,SURGERY PHYSICIAN,1
PsyD,Doctor of Psychology,208M00000X,HOSPITALIST PHYSICIAN,1
PsyD,Doctor of Psychology,208VP0014X,INTERVENTIONAL PAIN MEDICINE PHYSICIAN,1
QMHA,Qualified Mental Health Associate,2085R0202X,DIAGNOSTIC RADIOLOGY PHYSICIAN,1
RADT,Registered Radiologic Technologist,2083A0300X,ADDICTION MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
RCP,Respiratory Care Practitioner,207QS1201X,SLEEP MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
RD,Registered Dietitian,202C00000X,INDEPENDENT MEDICAL EXAMINER PHYSICIAN,1
RD,Registered Dietitian,207N00000X,DERMATOLOGY PHYSICIAN,1
RD,Registered Dietitian,207QA0401X,ADDICTION MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
RD,Registered Dietitian,207QA0505X,ADULT MEDICINE PHYSICIAN,1
RD,Registered Dietitian,207QS0010X,SPORTS MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
RD,Registered Dietitian,207RC0000X,CARDIOVASCULAR DISEASE PHYSICIAN,1
RD,Registered Dietitian,207RH0003X,HEMATOLOGY & ONCOLOGY PHYSICIAN,1
RD,Registered Dietitian,2080B0002X,PEDIATRIC OBESITY MEDICINE PHYSICIAN,1
RD,Registered Dietitian,2080N0001X,NEONATAL-PERINATAL MEDICINE PHYSICIAN,1
RD,Registered Dietitian,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
RD,Registered Dietitian,2083S0010X,SPORTS MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
RD,Registered Dietitian,2085R0202X,DIAGNOSTIC RADIOLOGY PHYSICIAN,1
RD,Registered Dietitian,2086S0122X,PLASTIC AND RECONSTRUCTIVE SURGERY PHYSICIAN,1
RD,Registered Dietitian,208M00000X,HOSPITALIST PHYSICIAN,1
RDA,Registered Dental Assistant,202D00000X,INTEGRATIVE MEDICINE PHYSICIAN,1
RDCS,Registered Diagnostic Cardiac Sonographer,207V00000X,OBSTETRICS & GYNECOLOGY PHYSICIAN,1
RDCS,Registered Diagnostic Cardiac Sonographer,208000000X,PEDIATRICS PHYSICIAN,1
RDCS,Registered Diagnostic Cardiac Sonographer,2085R0204X,VASCULAR & INTERVENTIONAL RADIOLOGY PHYSICIAN,1
RDH,Registered Dental Hygienist,202K00000X,PHLEBOLOGY PHYSICIAN,1
RDH,Registered Dental Hygienist,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
RDH,Registered Dental Hygienist,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
RDMS,Registered Diagnostic Medical Sonographer,207RN0300X,NEPHROLOGY PHYSICIAN,1
RDMS,Registered Diagnostic Medical Sonographer,207V00000X,OBSTETRICS & GYNECOLOGY PHYSICIAN,1
RDMS,Registered Diagnostic Medical Sonographer,207VE0102X,REPRODUCTIVE ENDOCRINOLOGY PHYSICIAN,1
RDN,Registered Dietitian Nutritionist,207K00000X,ALLERGY & IMMUNOLOGY PHYSICIAN,1
RDN,Registered Dietitian Nutritionist,207N00000X,DERMATOLOGY PHYSICIAN,1
RDN,Registered Dietitian Nutritionist,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
RDN,Registered Dietitian Nutritionist,207RG0100X,GASTROENTEROLOGY PHYSICIAN,1
RDN,Registered Dietitian Nutritionist,207V00000X,OBSTETRICS & GYNECOLOGY PHYSICIAN,1
RDN,Registered Dietitian Nutritionist,208000000X,PEDIATRICS PHYSICIAN,1
RDN,Registered Dietitian Nutritionist,2085R0202X,DIAGNOSTIC RADIOLOGY PHYSICIAN,1
RDN,Registered Dietitian Nutritionist,2086S0122X,PLASTIC AND RECONSTRUCTIVE SURGERY PHYSICIAN,1
RDN,Registered Dietitian Nutritionist,208M00000X,HOSPITALIST PHYSICIAN,1
RMA,Registered Medical Assistant,202C00000X,INDEPENDENT MEDICAL EXAMINER PHYSICIAN,1
RMA,Registered Medical Assistant,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
RMA,Registered Medical Assistant,207QA0401X,ADDICTION MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
RMA,Registered Medical Assistant,207VX0000X,OBSTETRICS PHYSICIAN,1
RMA,Registered Medical Assistant,208000000X,PEDIATRICS PHYSICIAN,1
RMA,Registered Medical Assistant,208200000X,PLASTIC SURGERY PHYSICIAN,1
RPH,Registered Pharmacist,202C00000X,INDEPENDENT MEDICAL EXAMINER PHYSICIAN,1
RPH,Registered Pharmacist,202D00000X,INTEGRATIVE MEDICINE PHYSICIAN,1
RPH,Registered Pharmacist,207KI0005X,CLINICAL & LABORATORY IMMUNOLOGY (ALLERGY & IMMUNOLOGY) PHYSICIAN,1
RPH,Registered Pharmacist,207PH0002X,HOSPICE AND PALLIATIVE MEDICINE (EMERGENCY MEDICINE) PHYSICIAN,1
RPH,Registered Pharmacist,207RA0201X,ALLERGY & IMMUNOLOGY (INTERNAL MEDICINE) PHYSICIAN,1
RPH,Registered Pharmacist,207RX0202X,MEDICAL ONCOLOGY PHYSICIAN,1
RPH,Registered Pharmacist,207VM0101X,MATERNAL & FETAL MEDICINE PHYSICIAN,1
RPH,Registered Pharmacist,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
RPT,Registered Physical Therapist,207X00000X,ORTHOPAEDIC SURGERY PHYSICIAN,1
RPT,Registered Physical Therapist,2081P0010X,PEDIATRIC REHABILITATION MEDICINE PHYSICIAN,1
RPT,Registered Physical Therapist,2081P2900X,PAIN MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
RPT,Registered Physical Therapist,2083X0100X,OCCUPATIONAL MEDICINE PHYSICIAN,1
RRT,Registered Respiratory Therapist,207PE0004X,EMERGENCY MEDICAL SERVICES (EMERGENCY MEDICINE) PHYSICIAN,1
RRT,Registered Respiratory Therapist,207QG0300X,GERIATRIC MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
RRT,Registered Respiratory Therapist,207RP1001X,PULMONARY DISEASE PHYSICIAN,1
RRT,Registered Respiratory Therapist,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
RRT,Registered Respiratory Therapist,2085B0100X,BODY IMAGING PHYSICIAN,1
RRT,Registered Respiratory Therapist,2085U0001X,DIAGNOSTIC ULTRASOUND PHYSICIAN,1
RRT,Registered Respiratory Therapist,208G00000X,THORACIC SURGERY (CARDIOTHORACIC VASCULAR SURGERY) PHYSICIAN,1
RT,Respiratory Therapist,207UN0901X,NUCLEAR CARDIOLOGY PHYSICIAN,1
RT,Respiratory Therapist,207V00000X,OBSTETRICS & GYNECOLOGY PHYSICIAN,1
RT,Respiratory Therapist,207X00000X,ORTHOPAEDIC SURGERY PHYSICIAN,1
RT,Respiratory Therapist,208000000X,PEDIATRICS PHYSICIAN,1
RT,Respiratory Therapist,2085R0203X,THERAPEUTIC RADIOLOGY PHYSICIAN,1
SA-C,Substance Abuse Counselor Certified,207R00000X,INTERNAL MEDICINE PHYSICIAN,1
SLP,Speech-Language Pathologist,207L00000X,ANESTHESIOLOGY PHYSICIAN,1
SLP,Speech-Language Pathologist,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
SLP,Speech-Language Pathologist,207RG0100X,GASTROENTEROLOGY PHYSICIAN,1
SLP,Speech-Language Pathologist,207YX0007X,PLASTIC SURGERY WITHIN THE HEAD & NECK (OTOLARYNGOLOGY) PHYSICIAN,1
SLP,Speech-Language Pathologist,2081H0002X,HOSPICE AND PALLIATIVE MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
SLP,Speech-Language Pathologist,2084N0400X,NEUROLOGY PHYSICIAN,1
SLPA,Speech-Language Pathology Assistant,207ZP0105X,CLINICAL PATHOLOGY/LABORATORY MEDICINE PHYSICIAN,1
SLPA,Speech-Language Pathology Assistant,208100000X,PHYSICAL MEDICINE & REHABILITATION PHYSICIAN,1
ST,Speech Therapist,207Y00000X,OTOLARYNGOLOGY PHYSICIAN,1
ST,Speech Therapist,207YX0007X,PLASTIC SURGERY WITHIN THE HEAD & NECK (OTOLARYNGOLOGY) PHYSICIAN,1
STUDENT,Student,207L00000X,ANESTHESIOLOGY PHYSICIAN,1
STUDENT,Student,207QS0010X,SPORTS MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
STUDENT,Student,207RC0200X,CRITICAL CARE MEDICINE (INTERNAL MEDICINE) PHYSICIAN,1
STUDENT,Student,207RH0003X,HEMATOLOGY & ONCOLOGY PHYSICIAN,1
STUDENT,Student,207V00000X,OBSTETRICS & GYNECOLOGY PHYSICIAN,1
STUDENT,Student,207X00000X,ORTHOPAEDIC SURGERY PHYSICIAN,1
STUDENT,Student,207XS0117X,ORTHOPAEDIC SURGERY OF THE SPINE PHYSICIAN,1
STUDENT,Student,2080N0001X,NEONATAL-PERINATAL MEDICINE PHYSICIAN,1
STUDENT,Student,2080P0204X,PEDIATRIC EMERGENCY MEDICINE (PEDIATRICS) PHYSICIAN,1
STUDENT,Student,2081S0010X,SPORTS MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
STUDENT,Student,2084N0400X,NEUROLOGY PHYSICIAN,1
STUDENT,Student,2085R0202X,DIAGNOSTIC RADIOLOGY PHYSICIAN,1
STUDENT,Student,208800000X,UROLOGY PHYSICIAN,1
SW,Social Worker,2080P0006X,DEVELOPMENTAL - BEHAVIORAL PEDIATRICS PHYSICIAN,1
VMD,Doctor of Veterinary Medicine,207N00000X,DERMATOLOGY PHYSICIAN,1
VMD,Doctor of Veterinary Medicine,207P00000X,EMERGENCY MEDICINE PHYSICIAN,1
WCC,Wound Care Certified,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
WCC,Wound Care Certified,208100000X,PHYSICAL MEDICINE & REHABILITATION PHYSICIAN,1
WCC,Wound Care Certified,2083P0011X,UNDERSEA AND HYPERBARIC MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
